"answer","id_nilai","pegawai_id_pegawai","ampu_id_ampu","semester_id_semester","quest_1","quest_2","quest_3","quest_4","quest_5","quest_6","quest_7","quest_8","quest_9","quest_10","author"
"Cara mengajarnya agak monoton, terkesan membosankan","48537","352","90001762","20161","3","3","3","4","3","2","4","3","3","4","311"
"Lebih santai dalam kegiatan belajar dikelas lebih baik damam memberikan nilai pada matkul yng diajarkan, memberikan kisi-kisi sebelum ujian memberikan copyan file mata kuliah","48539","176","90001756","20161","4","4","3","3","3","2","2","3","3","3","195"
"susah menebak soal ujian nilai belum memuaskan","48541","176","90001756","20161","4","3","3","4","4","2","2","2","2","3","195"
"lebih santai dalam proses belajar mengajar, sebelum ujian berikan kisi-kisi","48545","176","90001756","20161","4","3","3","3","4","2","3","3","3","4","195"
"Lebih santai dalm belajar mengajar, lebih baik dalam memberi nilai,memberikan kisi-kisi sebelum ujian","48546","176","90001756","20161","4","3","3","3","4","2","3","3","3","3","195"
"lanjutkan bu","48547","176","90001756","20161","4","3","4","3","4","3","4","4","4","4","195"
"lebih baik terhadap mahasiswa/i","48549","176","90001756","20161","3","3","2","2","3","3","2","2","3","3","195"
"Jika menjelaskan jangan terlalu cepat ","48551","176","90001756","20161","3","3","3","3","3","3","2","2","3","3","195"
"Penjelasanya kadang susah dipahami","48566","352","90001762","20161","3","4","3","3","4","2","4","3","4","4","311"
"The best cantiknya, tapi neranginya kurang jelas suka buruburu","48577","352","90001762","20161","3","3","3","3","3","3","3","3","3","3","311"
"PENYAMPAIAN MATERI JANGAN TERLALU CEPAT","48584","180","90001731","20161","4","3","2","2","4","2","4","2","3","2","193"
"Lebih memotivasi belajar mahasiswa, dimohon menjelaskan di papan tulis tidak hanya slide saja tapi juga menulis","48588","352","90001762","20161","2","2","1","2","3","1","3","1","2","1","311"
"Kurang jelas menerangkanya untuk ujian tidak diberi","48601","352","90001762","20161","2","3","2","3","3","3","3","2","2","3","311"
"Jangan lupa makan malam karena tubuh yang kuat berasal jiwa yang sehat","48653","255","90001341","20161","4","4","4","4","4","4","4","4","4","4","195"
"Ditingkatkan lagi ya Pak mengajarnya","48679","255","90001341","20161","4","3","2","3","3","1","4","3","4","3","195"
"perbanyak contoh di setiap materi","48680","255","90001341","20161","4","4","3","4","3","3","2","3","4","3","195"
"Cara belajar/mengajar cenderung membosankan, karena keadaan kelas tidak aktif (vakum)","48682","255","90001341","20161","4","2","2","4","4","1","2","3","2","4","195"
"dosenya jangan diganti","48719","343","90001716","20161","3","3","3","3","3","1","3","3","3","3","267"
"semua beawal ketidak pahaman butuh... untuk mewujutkan","48764","309","90001685","20161","3","3","3","3","2","1","2","2","2","2","267"
"proses kegiatan mengajar bisa dipertahankan","48766","309","90001685","20161","3","3","3","4","3","3","3","3","3","3","267"
"memberi nilainya jangan sulit ya bu","48776","144","90001771","20161","4","4","3","4","4","3","4","3","3","4","267"
"jangan susah ya bu soalnya","48778","144","90001771","20161","4","4","4","3","4","3","4","4","4","3","267"
"perbanyak materi percakapan bu","48782","144","90001771","20161","3","3","4","4","3","3","3","4","3","3","267"
"jangan pelit nilai ..murah senyum","48785","144","90001771","20161","3","2","2","2","2","2","2","2","2","2","267"
"sistem mengajarnya sudah bagus","48788","144","90001771","20161","4","4","4","4","4","3","4","4","4","4","267"
"materi harap disampaikan dll agar mhsw dpt mempelajari dl","48789","144","90001771","20161","4","4","4","4","3","4","3","4","4","4","267"
"soal uas jngn susah","48790","144","90001771","20161","4","4","4","4","4","2","3","3","4","3","267"
"semoga lebih baik lagi","48791","144","90001771","20161","4","3","3","4","4","4","3","3","3","4","267"
"semangat bu","48795","144","90001771","20161","4","4","4","4","4","3","3","3","3","3","267"
"Datangnya mohon tepat waktu","48836","344","90001713","20161","3","3","3","4","3","3","2","3","3","3","199"
"Tetap semangat","48852","344","90001713","20161","3","3","4","3","3","3","4","3","3","3","199"
"Perbaiki cara mengajar","48860","344","90001713","20161","3","3","2","3","4","2","2","3","3","3","199"
"Jangan terlalu menekan mahasiswa","48862","344","90001713","20161","3","3","3","3","3","2","4","3","3","3","199"
"Very nice","48869","326","90001687","20161","4","4","4","4","4","4","4","4","3","4","199"
"Bu widya cantik deh","48870","326","90001687","20161","4","4","3","4","3","3","3","4","4","3","199"
"Semangat bu widya","48874","326","90001687","20161","4","4","4","4","4","4","4","4","4","4","199"
"Menambah semangat belajar","48880","326","90001687","20161","4","4","4","4","4","4","4","4","4","4","199"
"Bu sering-sering ngajar kita ya, Thank for all","48884","326","90001687","20161","4","4","3","4","3","3","4","4","3","3","199"
"Pertahankan dosennya mengajarnya asyik","48886","326","90001687","20161","4","4","3","4","3","4","3","4","2","3","199"
"Lebih tegas lagi ya","48888","326","90001687","20161","4","4","4","4","4","4","4","4","4","4","199"
"Kehadiran ibu selalu memotivasi","48889","326","90001687","20161","4","4","4","4","3","3","3","4","3","3","199"
"Tingkatkan lagi kak, semoga lebih tegas lagi","48890","326","90001687","20161","4","3","3","4","4","3","3","4","4","3","199"
"lebih tegas lagi dalam mengajar bu","48891","326","90001687","20161","3","3","4","4","4","4","4","3","3","3","199"
"Semangat bu","48897","343","90001718","20161","3","3","2","3","3","2","2","2","2","3","199"
"Semangat terus ibu","48898","343","90001718","20161","3","3","3","3","3","3","3","3","3","3","199"
"Joss bu mahasiswa senang","48903","343","90001718","20161","4","4","4","4","4","4","4","4","4","4","199"
"Keep smile bu","48906","343","90001718","20161","4","4","3","4","4","3","4","4","3","3","199"
"Bu amalia","48907","343","90001718","20161","4","3","4","3","4","4","4","3","3","3","199"
"Terbaik","48908","343","90001718","20161","4","4","4","4","4","4","4","4","4","4","199"
"Sampai jumpa lagi bu","48909","343","90001718","20161","4","4","4","4","3","3","3","4","3","3","199"
"Terbaik","48911","343","90001718","20161","4","4","4","3","4","4","3","4","4","4","199"
"Semoga nilainya baik","48916","343","90001718","20161","3","4","4","3","4","4","3","4","3","4","199"
"Baru 1 pertemuan jadi belum kenal","48917","343","90001718","20161","3","3","3","3","3","3","3","3","3","3","199"
"Baru 1 kali ngajar belum bisa kasih nilai baik","48919","343","90001718","20161","3","3","3","3","3","1","1","3","3","3","199"
"Tetap semangat","48944","345","90001679","20161","4","4","4","4","3","3","4","3","3","3","199"
"Jangan terlalu menekan mahasiswa","48954","345","90001679","20161","4","4","4","4","4","4","4","4","4","4","199"
"Masih banyak yang kurang, untuk itu perlu ditingkatkan","48957","142","90001635","20161","1","1","1","1","1","2","4","1","1","3","199"
"Top","48978","142","90001635","20161","3","3","3","3","3","3","3","3","3","3","199"
"Semoga kedepannya cara ngajarnya dapat meningkatkan mahasiswa untuk belajar","48979","175","90001748","20161","4","3","3","4","4","3","4","2","3","3","199"
"Slide yang dikasih banyak sekali","48985","175","90001748","20161","4","3","3","4","4","2","4","3","3","3","199"
"Saat menerangkan bahan power point mohon diperjelas lagi dan diberi contoh","48995","175","90001748","20161","3","3","4","3","3","3","3","2","4","4","199"
"Bapak sudah bagus dalam menerangkan","49006","175","90001748","20161","3","3","3","3","4","2","4","4","3","3","199"
"dirimu membuat semangat untuk masuk kuliah","49009","352","90001761","20161","4","4","4","4","4","4","4","4","4","4","198"
"penjelaannya terlalu cepat dan langsung pada tugas, seharusnya berikan banyak contoh baru memberikan tugas","49010","352","90001761","20161","3","3","2","3","3","3","2","2","2","3","198"
"tolong jelaskan materi dengan perlahan","49011","352","90001761","20161","3","3","2","3","3","2","4","2","3","4","198"
"terimakasih bu, sudah membuat saya semangat berkuliah.","49012","352","90001761","20161","4","4","4","4","4","4","4","4","3","4","198"
"good job","49013","352","90001761","20161","3","3","3","4","3","4","4","3","3","4","198"
"lanjutkan","49014","352","90001761","20161","4","4","4","4","4","3","4","4","4","4","198"
"semoga lebih baik","49016","352","90001761","20161","3","3","3","3","3","3","3","3","3","3","198"
"Lumayan baik dan pertahankan","49018","351","90001557","20161","3","3","3","3","3","4","3","3","3","3","199"
"lebih baik dlm mengajar dan bila diberipertanyaan dr mhs tolong dijawab. menerangkan materi belom baik. tugas tdk pernah dijelaskan dengan baik shg mhs kurang paham.","49020","352","90001761","20161","3","2","1","2","3","2","2","1","1","3","198"
"cukup jelas tetapi masih sering kurang dimengerti, contoh soal banyak cara menerangkan lebih diperbaiki lagi. terimakasih bu.","49023","352","90001761","20161","3","3","3","4","3","3","4","3","3","3","198"
"sebaiknya lebih komunikatif, lebih banyak menjelaskan di papan tulis tidak hanya mengacu pada poerpoint","49026","352","90001761","20161","3","3","2","2","3","2","2","1","2","3","198"
"sebaiknya kalau mhs tidak mengerti, di jelaskan ya...","49029","352","90001761","20161","3","3","2","2","3","2","2","3","2","3","198"
"contoh soal dan penyelesaiannya diperbanyak, karena dalam ,atematika banyak pemodelan soal yg harus dipahami","49033","352","90001761","20161","3","3","2","4","3","3","4","2","2","3","198"
"bu lebih menguasai kelas dan jangan terlalu serius, jadi salfok bu.","49036","352","90001761","20161","4","4","3","3","3","3","2","2","3","3","198"
"Saat menerangkan powerpoint lebih jelas lagi","49037","351","90001557","20161","4","3","3","4","3","4","3","3","3","3","199"
"bu maaf kalo ngajar tolong kami diberi penjelasan dgn cara ibu menulis dipapan tulis, karena matematika susah kalo tdk dijelaskan di papan tulis dan jangan terlalu cepat mengganti slide, termakasih","49041","352","90001761","20161","3","4","2","3","3","1","2","2","2","2","198"
"Mudah terpengaruhi oleh mahasiswa, kadang membuat bingung mahasiswanya","49042","351","90001557","20161","3","3","3","3","3","3","3","3","3","3","199"
"ibu inikan matakuliah matematika, saya mewakili teman -teman kelas tidak bisa memahami kalau hanya dijelaskan memalului mulut saja. harus dijabarkan di papan tulis. tolong bu mulai sekarang di jabarkan dipapan tulis, papan tulis ngak gigit bu. makasih bu.","49049","352","90001761","20161","2","3","1","2","2","1","2","1","1","1","198"
"bu kalo bisa saat menjelaskan tolong sekalian di tulis karena saya kadang tidak mengerti kalo cuman biacara saja","49054","352","90001761","20161","3","2","2","3","3","1","2","2","2","2","198"
"jika memberikan tugas setelah itu ada jawaban yg benar. jika diminta menerangkan tolong diterangkan dengan baik","49055","352","90001761","20161","3","3","1","1","3","1","2","2","1","1","198"
"lebih baik dan jangan jutek, lebih interaktif, lebih rinci dalam menjelaskan, lebih sabar suara lebih keras.","49056","352","90001761","20161","3","3","2","2","4","2","2","2","2","2","198"
"lebih interaktif aja sama mhs, suara lebih lantang, jangan jutek","49057","352","90001761","20161","3","3","3","3","4","3","2","2","2","3","198"
"tetap sabar dan semangat bu... keep smile bu....","49058","352","90001761","20161","4","4","3","3","3","3","4","2","3","3","198"
"kalau menerangkan matematika jangan lewat berbicara, tetapi menerangkan di papan tulis","49059","352","90001761","20161","3","3","2","2","3","1","2","1","2","2","198"
"kalau menjelaskan pelan-pelan saja bu, jangan terlalu cepat agar kita mudah memahami.","49060","352","90001761","20161","3","4","3","4","4","2","4","3","3","3","198"
"bu kalo ngajar jangan duduk terus, kalo kami kurang jelas ibu ngejelasin dengan di tulis dipapan tulis","49061","352","90001761","20161","2","3","2","2","3","2","2","1","2","3","198"
"mohon jika saat menjelaskan materi di tulis dipapan tulis, bukan hanya dibicarakan saja saya dan teman-teman merasa keberangkatan dengan cara mengajari ibu.","49062","352","90001761","20161","3","3","2","3","3","1","2","1","1","1","198"
"bu, tolong jika kami kurang jelas jabarkan dengan menulis dipapan tulis agar dapat dipahami karena jika dgn hanya mendengarkan tidak bisa memahami dgn baik, terimakasih sebelumnya danmaaf bu...","49063","352","90001761","20161","2","3","2","1","2","1","2","1","2","1","198"
"tolong lebih detail, runtun, jelaskan dalam menyampaikan materi, jika mhs bertanya tentang materi tolong dosen menjelaskan kembali dengan jelas dan runtun, jika ada PR tolong dosen menjelaskan/membahas lagi","49064","352","90001761","20161","2","3","2","2","3","2","2","2","2","2","198"
"tetap semangat mengajar ibu dosen cantik, tetap murah senyum","49069","353","90001758","20161","4","4","4","4","4","4","4","4","4","4","198"
"semangat bu...","49070","353","90001758","20161","4","3","3","4","2","1","4","3","4","2","198"
"jangan terlalau banyak presentasi mhs bingung mau belajar apa ujian.","49071","353","90001758","20161","3","2","2","3","2","2","2","2","2","3","198"
"jangan banyak presentasi itu membosankan","49072","353","90001758","20161","3","3","3","3","3","3","3","3","3","3","198"
"terimakasih bu, mohon maaf bu tolong upload materi kuliah di e-learning, terimakasih","49073","353","90001758","20161","4","4","4","4","4","4","4","4","4","4","198"
"be a good lecture","49074","353","90001758","20161","4","3","4","3","4","3","4","3","4","3","198"
"tetap baik dan buat soal jgn yg susah ya..","49075","353","90001758","20161","3","3","3","3","3","3","3","3","3","3","198"
"sebaiknya jangan terlalu sering memberikan tugas presentasi kelompok. karena itu sangat membosankan dan membuat kami jadi mengantuk","49076","353","90001758","20161","3","3","3","3","3","2","2","2","3","3","198"
"kurang mengerti karena presentasi terus.","49077","353","90001758","20161","2","2","2","3","3","2","3","2","3","3","198"
"semangat bu, tetep jadi dosen yg mengerti mhs. tugasnya jangan susah ya...","49078","353","90001758","20161","4","4","4","4","4","4","4","3","4","4","198"
"good job","49079","353","90001758","20161","3","3","3","3","3","3","3","3","3","3","198"
"ibu sudah baik dlam mengajar","49080","353","90001758","20161","3","3","3","3","3","3","3","3","3","3","198"
"Good Man","49102","175","90001763","20161","4","4","4","4","4","4","4","4","4","4","311"
"Lebih baik lagi dalam menyampaikan materi perkuliahan","49105","175","90001763","20161","4","3","2","2","3","2","3","3","3","3","311"
"The best lah buat pak Imam","49106","175","90001763","20161","3","3","3","3","3","3","3","3","3","3","311"
"Terimakasih Pak","49112","175","90001763","20161","3","3","3","3","3","2","4","3","3","3","311"
"Bapak kurang menguasai materi ttersebut","49122","175","90001763","20161","3","3","3","3","4","2","3","3","2","4","311"
"Lebih sering hadir untuk mengajar","49138","247","90001641","20161","4","3","4","4","3","1","3","4","4","2","311"
"Tolong masuk tatap muka dan pengajaran jangan sering menggunakan E-Learning","49143","247","90001641","20161","4","4","1","2","3","2","1","1","1","3","311"
"Dosenya jarang masuk, Sok Sibuk","49144","247","90001641","20161","3","2","2","3","2","2","2","1","2","1","311"
"Berikan kami sedikit motivasi agar minat belajar kami sedikit bertambah","49151","247","90001641","20161","3","3","3","3","2","2","2","2","3","2","311"
"Jangan jarang masuk","49155","247","90001641","20161","3","3","3","4","3","3","2","3","3","3","311"
"Good","49158","247","90001641","20161","4","4","4","4","3","3","4","3","3","3","311"
